pos	ACTB_h1_%_col_0cov	ACTB_h1_num_col_0cov
12481273	69.68503937007874	354
12481274	70.07874015748031	356
12481275	70.07874015748031	356
12481276	68.30708661417323	347
12481277	67.71653543307086	344
12481278	67.51968503937007	343
12481279	67.32283464566929	342
12481280	67.1259842519685	341
12481281	66.92913385826772	340
12481282	66.73228346456693	339
12481283	66.73228346456693	339
12481284	65.94488188976378	335
12481285	65.35433070866142	332
12481286	64.96062992125984	330
12481287	64.56692913385827	328
12481288	64.37007874015748	327
12481289	63.77952755905512	324
12481290	63.38582677165354	322
12481291	62.59842519685039	318
12481292	62.40157480314961	317
12481293	62.20472440944882	316
12481294	61.61417322834646	313
12481295	61.22047244094488	311
12481296	61.61417322834646	313
12481297	61.811023622047244	314
12481298	61.811023622047244	314
12481299	62.00787401574803	315
12481300	62.00787401574803	315
12481301	61.811023622047244	314
12481302	61.61417322834646	313
12481303	61.61417322834646	313
12481304	61.41732283464567	312
12481305	61.023622047244096	310
12481306	57.874015748031496	294
12481307	56.889763779527556	289
12481308	55.70866141732284	283
12481309	55.511811023622045	282
12481310	54.724409448818896	278
12481311	53.93700787401575	274
12481312	53.74015748031496	273
12481313	53.1496062992126	270
12481314	52.55905511811024	267
12481315	51.37795275590551	261
12481316	50.98425196850393	259
12481317	50.39370078740158	256
12481318	50.196850393700785	255
12481319	50.196850393700785	255
12481320	50.0	254
12481321	50.196850393700785	255
12481322	50.196850393700785	255
12481323	50.59055118110236	257
12481324	50.59055118110236	257
12481325	50.39370078740158	256
12481326	50.39370078740158	256
12481327	61.22047244094488	311
12481328	61.41732283464567	312
12481329	61.811023622047244	314
12481330	61.41732283464567	312
12481331	61.023622047244096	310
12481332	61.023622047244096	310
12481333	61.023622047244096	310
12481334	60.826771653543304	309
12481335	60.826771653543304	309
12481336	61.023622047244096	310
12481337	61.22047244094488	311
12481338	60.826771653543304	309
12481339	60.62992125984252	308
12481340	60.826771653543304	309
12481341	60.826771653543304	309
12481342	60.826771653543304	309
12481343	60.826771653543304	309
12481344	61.22047244094488	311
12481345	61.61417322834646	313
12481346	61.41732283464567	312
12481347	61.22047244094488	311
12481348	61.811023622047244	314
12481349	62.20472440944882	316
12481350	62.40157480314961	317
12481351	62.59842519685039	318
12481352	62.59842519685039	318
12481353	62.59842519685039	318
12481354	62.99212598425197	320
12481355	63.188976377952756	321
12481356	63.38582677165354	322
12481357	63.58267716535433	323
12481358	63.976377952755904	325
12481359	64.1732283464567	326
12481360	64.1732283464567	326
12481361	64.56692913385827	328
12481362	64.96062992125984	330
12481363	64.96062992125984	330
12481364	65.15748031496064	331
12481365	65.15748031496064	331
12481366	65.15748031496064	331
12481367	65.15748031496064	331
12481368	65.15748031496064	331
12481369	64.96062992125984	330
12481370	65.15748031496064	331
12481371	65.55118110236221	333
12481372	65.74803149606299	334
12481373	66.14173228346456	336
12481374	66.92913385826772	340
12481375	66.73228346456693	339
12481376	66.73228346456693	339
12481377	66.92913385826772	340
12481378	66.92913385826772	340
12481379	67.51968503937007	343
12481380	67.71653543307086	344
12481381	68.30708661417323	347
12481382	68.7007874015748	349
12481383	69.29133858267717	352
12481384	69.88188976377953	355
12481385	70.4724409448819	358
12481386	71.25984251968504	362
12481387	71.25984251968504	362
12481388	72.04724409448819	366
12481389	72.44094488188976	368
12481390	74.80314960629921	380
12481391	74.80314960629921	380
12481392	74.80314960629921	380
12481393	74.80314960629921	380
12481394	75.0	381
12481395	75.19685039370079	382
12481396	75.19685039370079	382
12481397	76.37795275590551	388
12481398	76.96850393700787	391
12481399	77.16535433070867	392
12481400	77.36220472440945	393
12481401	77.55905511811024	394
12481402	78.54330708661418	399
12481403	79.13385826771653	402
12481404	79.33070866141732	403
12481405	79.33070866141732	403
12481406	79.7244094488189	405
12481407	79.92125984251969	406
12481408	80.31496062992126	408
12481409	80.90551181102362	411
12481410	81.69291338582677	415
12481411	82.28346456692914	418
12481412	82.67716535433071	420
12481413	83.46456692913385	424
12481414	83.46456692913385	424
12481415	84.05511811023622	427
12481416	84.44881889763779	429
12481417	85.62992125984252	435
12481418	85.62992125984252	435
12481419	85.62992125984252	435
12481420	86.22047244094489	438
12481421	86.41732283464567	439
12481422	86.61417322834646	440
12481423	86.81102362204724	441
12481424	87.00787401574803	442
12481425	87.00787401574803	442
12481426	87.4015748031496	444
12481427	87.5984251968504	445
12481428	87.79527559055119	446
12481429	88.77952755905511	451
12481430	89.56692913385827	455
12481431	91.53543307086615	465
12481432	91.53543307086615	465
12481433	91.53543307086615	465
12481434	92.91338582677166	472
12481435	92.91338582677166	472
12481436	92.32283464566929	469
12481437	92.32283464566929	469
12481438	92.32283464566929	469
12481439	92.1259842519685	468
12481440	92.51968503937007	470
12481441	92.91338582677166	472
12481442	92.91338582677166	472
12481443	92.71653543307086	471
12481444	92.71653543307086	471
12481445	92.71653543307086	471
12481446	92.91338582677166	472
12481447	93.50393700787401	475
12481448	94.29133858267717	479
12481449	94.29133858267717	479
12481450	92.32283464566929	469
12481451	92.32283464566929	469
12481452	92.32283464566929	469
12481453	91.92913385826772	467
12481454	92.1259842519685	468
12481455	92.32283464566929	469
12481456	91.14173228346456	463
12481457	90.74803149606299	461
12481458	90.55118110236221	460
12481459	89.96062992125984	457
12481460	89.76377952755905	456
12481461	89.76377952755905	456
12481462	89.37007874015748	454
12481463	89.37007874015748	454
12481464	89.56692913385827	455
12481465	89.76377952755905	456
12481466	90.15748031496064	458
12481467	89.37007874015748	454
12481468	88.77952755905511	451
12481469	88.77952755905511	451
12481470	88.77952755905511	451
12482013	82.8740157480315	421
12482014	82.28346456692914	418
12482015	81.88976377952756	416
12482016	80.90551181102362	411
12482017	80.70866141732283	410
12482018	80.31496062992126	408
12482019	80.31496062992126	408
12482020	79.33070866141732	403
12482021	78.74015748031496	400
12482022	78.93700787401575	401
12482023	78.54330708661418	399
12482024	77.95275590551181	396
12482025	77.16535433070867	392
12482026	76.18110236220473	387
12482027	78.14960629921259	397
12482028	77.75590551181102	395
12482029	77.75590551181102	395
12482030	77.36220472440945	393
12482031	77.16535433070867	392
12482032	77.16535433070867	392
12482033	77.16535433070867	392
12482034	77.36220472440945	393
12482035	77.16535433070867	392
12482036	69.88188976377953	355
12482037	68.50393700787401	348
12482038	67.71653543307086	344
12482039	66.53543307086615	338
12482040	65.35433070866142	332
12482041	64.56692913385827	328
12482042	63.38582677165354	322
12482043	62.00787401574803	315
12482044	61.41732283464567	312
12482045	61.023622047244096	310
12482046	60.039370078740156	305
12482047	59.44881889763779	302
12482048	59.25196850393701	301
12482049	58.267716535433074	296
12482050	57.28346456692913	291
12482051	56.496062992125985	287
12482052	54.330708661417326	276
12482053	51.37795275590551	261
12482054	49.803149606299215	253
12482055	48.425196850393704	246
12482056	47.63779527559055	242
12482057	47.24409448818898	240
12482058	45.669291338582674	232
12482059	43.30708661417323	220
12482060	42.125984251968504	214
12482061	40.74803149606299	207
12482062	40.74803149606299	207
12482063	40.74803149606299	207
12482064	33.07086614173228	168
12482065	31.69291338582677	161
12482066	30.511811023622048	155
12482067	29.330708661417322	149
12482068	27.755905511811022	141
12482069	26.5748031496063	135
12482070	25.984251968503937	132
12482071	25.787401574803148	131
12482072	25.787401574803148	131
12482073	25.0	127
12482074	24.212598425196852	123
12482075	23.4251968503937	119
12482076	23.031496062992126	117
12482077	22.244094488188978	113
12482078	22.244094488188978	113
12482079	20.866141732283463	106
12482080	20.669291338582678	105
12482081	20.275590551181104	103
12482082	19.881889763779526	101
12482083	19.68503937007874	100
12482084	19.488188976377952	99
12482085	19.094488188976378	97
12482086	18.30708661417323	93
12482087	17.322834645669293	88
12482088	17.125984251968504	87
12482089	17.125984251968504	87
12482090	17.125984251968504	87
12482091	16.929133858267715	86
12482092	16.53543307086614	84
12482093	15.748031496062993	80
12482094	15.748031496062993	80
12482095	14.566929133858268	74
12482096	13.976377952755906	71
12482097	13.188976377952756	67
12482098	12.401574803149606	63
12482099	12.204724409448819	62
12482100	12.007874015748031	61
12482101	11.811023622047244	60
12482102	11.614173228346457	59
12482103	11.417322834645669	58
12482104	11.023622047244094	56
12482105	10.62992125984252	54
12482106	10.433070866141732	53
12482107	9.84251968503937	50
12482108	9.645669291338583	49
12482109	9.251968503937007	47
12482110	8.661417322834646	44
12482111	8.464566929133857	43
12482112	8.26771653543307	42
12482113	8.26771653543307	42
12482114	8.26771653543307	42
12482115	7.086614173228346	36
12482116	7.086614173228346	36
12482117	6.889763779527559	35
12482118	6.692913385826771	34
12482119	6.692913385826771	34
12482120	6.496062992125984	33
12482121	5.905511811023622	30
12482122	5.708661417322834	29
12482123	5.31496062992126	27
12482124	4.921259842519685	25
12482125	4.724409448818897	24
12482126	4.52755905511811	23
12482127	4.52755905511811	23
12482128	4.52755905511811	23
12482129	4.52755905511811	23
12482130	4.52755905511811	23
12482131	4.52755905511811	23
12482132	4.133858267716535	21
12482133	3.7401574803149606	19
12482134	3.543307086614173	18
12482135	3.543307086614173	18
12482136	3.543307086614173	18
12482137	3.543307086614173	18
12482138	3.543307086614173	18
12482139	3.543307086614173	18
12482140	3.543307086614173	18
12482141	3.543307086614173	18
12482142	3.7401574803149606	19
12482143	3.7401574803149606	19
12482144	3.7401574803149606	19
12482145	3.543307086614173	18
12482146	3.543307086614173	18
12482147	3.543307086614173	18
12482148	3.3464566929133857	17
12482149	3.3464566929133857	17
12482150	3.3464566929133857	17
12482151	3.543307086614173	18
12482152	5.511811023622047	28
12482153	5.905511811023622	30
12482154	5.31496062992126	27
12482155	4.921259842519685	25
12482156	4.921259842519685	25
12482157	4.921259842519685	25
12482158	4.921259842519685	25
12482159	4.921259842519685	25
12482160	4.921259842519685	25
12482161	4.921259842519685	25
12482162	5.118110236220472	26
12482163	5.118110236220472	26
12482164	5.31496062992126	27
12482165	5.31496062992126	27
12482166	5.511811023622047	28
12482167	5.511811023622047	28
12482168	5.708661417322834	29
12482169	5.905511811023622	30
12482170	6.102362204724409	31
12482171	6.102362204724409	31
12482172	6.299212598425197	32
12482173	6.299212598425197	32
12482174	6.692913385826771	34
12482175	6.692913385826771	34
12482176	5.118110236220472	26
12482177	5.118110236220472	26
12482178	5.118110236220472	26
12482179	5.118110236220472	26
12482180	21.8503937007874	111
12482181	21.062992125984252	107
12482182	21.456692913385826	109
12482183	21.8503937007874	111
12482184	22.440944881889763	114
12482185	22.834645669291337	116
12482186	23.818897637795274	121
12482187	24.212598425196852	123
12482188	24.409448818897637	124
12482189	26.181102362204726	133
12482190	28.1496062992126	143
12482191	29.133858267716537	148
12482192	33.46456692913386	170
12482193	28.1496062992126	143
12482194	27.755905511811022	141
12482195	28.74015748031496	146
12482196	29.330708661417322	149
12482197	29.133858267716537	148
12482198	29.330708661417322	149
12482199	28.937007874015748	147
12482200	29.133858267716537	148
12482201	29.330708661417322	149
12482202	29.52755905511811	150
12482203	29.724409448818896	151
12482204	29.724409448818896	151
12482205	31.10236220472441	158
12482206	30.905511811023622	157
12482207	30.511811023622048	155
12482208	29.724409448818896	151
12482209	26.37795275590551	134
12482210	26.181102362204726	133
12482211	26.5748031496063	135
12482212	25.984251968503937	132
12482213	26.181102362204726	133
12482214	26.5748031496063	135
12482215	26.968503937007874	137
12482216	28.74015748031496	146
12482217	28.1496062992126	143
12482218	28.1496062992126	143
12482219	27.95275590551181	142
12482220	21.25984251968504	108
12482221	20.866141732283463	106
12482222	20.669291338582678	105
12482223	20.275590551181104	103
12482224	19.881889763779526	101
12482225	19.291338582677167	98
12482226	19.291338582677167	98
12482227	19.488188976377952	99
12482228	20.078740157480315	102
12482229	19.291338582677167	98
12482230	19.094488188976378	97
12482231	18.89763779527559	96
12482232	18.89763779527559	96
12482233	18.89763779527559	96
12482234	18.700787401574804	95
12482235	18.503937007874015	94
12482236	18.503937007874015	94
12482237	18.700787401574804	95
12482238	18.700787401574804	95
12482239	18.89763779527559	96
12482240	18.89763779527559	96
12482241	18.89763779527559	96
12482242	18.30708661417323	93
12482243	18.30708661417323	93
12482244	18.30708661417323	93
12482245	18.11023622047244	92
12482246	17.519685039370078	89
12482247	17.519685039370078	89
12482248	17.519685039370078	89
12482249	17.716535433070867	90
12482250	17.913385826771652	91
12482251	18.11023622047244	92
12482252	18.89763779527559	96
12482253	18.89763779527559	96
12482254	18.700787401574804	95
12482255	13.188976377952756	67
12482256	12.795275590551181	65
12482257	12.007874015748031	61
12482258	12.007874015748031	61
12482259	12.204724409448819	62
12482345	1.5748031496062993	8
12482346	1.3779527559055118	7
12482347	1.3779527559055118	7
12482348	1.3779527559055118	7
12482349	1.3779527559055118	7
12482350	1.3779527559055118	7
12482351	1.3779527559055118	7
12482352	1.1811023622047243	6
12482353	0.984251968503937	5
12482354	0.984251968503937	5
12482355	1.1811023622047243	6
12482356	1.1811023622047243	6
12482357	1.1811023622047243	6
12482358	1.1811023622047243	6
12482359	1.1811023622047243	6
12482360	1.1811023622047243	6
12482361	1.1811023622047243	6
12482362	1.1811023622047243	6
12482363	1.1811023622047243	6
12482364	1.1811023622047243	6
12482365	1.1811023622047243	6
12482366	1.1811023622047243	6
12482367	1.3779527559055118	7
12482368	1.3779527559055118	7
12482369	1.3779527559055118	7
12482370	1.5748031496062993	8
12482371	1.3779527559055118	7
12482372	1.3779527559055118	7
12482373	1.3779527559055118	7
12482374	1.5748031496062993	8
12482375	1.5748031496062993	8
12482376	1.5748031496062993	8
12482377	1.7716535433070866	9
12482378	1.7716535433070866	9
12482379	1.968503937007874	10
12482380	2.1653543307086616	11
12482381	2.1653543307086616	11
12482382	2.1653543307086616	11
12482383	2.1653543307086616	11
12482384	2.559055118110236	13
12482385	2.559055118110236	13
12482386	2.3622047244094486	12
12482387	2.1653543307086616	11
12482388	2.1653543307086616	11
12482389	1.968503937007874	10
12482390	1.968503937007874	10
12482391	1.968503937007874	10
12482392	1.968503937007874	10
12482393	1.968503937007874	10
12482394	2.1653543307086616	11
12482395	1.7716535433070866	9
12482396	2.1653543307086616	11
12482397	2.1653543307086616	11
12482398	2.1653543307086616	11
12482399	2.3622047244094486	12
12482400	2.3622047244094486	12
12482401	2.3622047244094486	12
12482402	2.559055118110236	13
12482403	2.559055118110236	13
12482404	2.3622047244094486	12
12482405	2.559055118110236	13
12482406	2.3622047244094486	12
12482407	2.559055118110236	13
12482408	2.559055118110236	13
12482409	2.559055118110236	13
12482410	2.559055118110236	13
12482411	2.3622047244094486	12
12482412	2.3622047244094486	12
12482413	2.3622047244094486	12
12482414	2.559055118110236	13
12482415	2.7559055118110236	14
12482416	2.7559055118110236	14
12482417	2.559055118110236	13
12482418	2.559055118110236	13
12482419	2.7559055118110236	14
12482420	2.952755905511811	15
12482421	2.952755905511811	15
12482422	2.952755905511811	15
12482423	3.1496062992125986	16
12482424	2.952755905511811	15
12482425	2.952755905511811	15
12482426	2.952755905511811	15
12482427	3.1496062992125986	16
12482428	3.1496062992125986	16
12482429	3.543307086614173	18
12482430	3.1496062992125986	16
12482431	3.1496062992125986	16
12482432	3.1496062992125986	16
12482433	2.952755905511811	15
12482434	2.952755905511811	15
12482435	2.952755905511811	15
12482436	3.1496062992125986	16
12482437	2.559055118110236	13
12482438	2.559055118110236	13
12482439	2.7559055118110236	14
12482440	2.7559055118110236	14
12482441	2.952755905511811	15
12482442	2.952755905511811	15
12482443	2.7559055118110236	14
12482444	2.7559055118110236	14
12482445	2.559055118110236	13
12482446	2.3622047244094486	12
12482447	2.3622047244094486	12
12482448	2.3622047244094486	12
12482449	1.968503937007874	10
12482450	1.968503937007874	10
12482451	1.968503937007874	10
12482452	1.968503937007874	10
12482453	1.7716535433070866	9
12482454	1.7716535433070866	9
12482455	1.5748031496062993	8
12482456	1.7716535433070866	9
12482457	1.7716535433070866	9
12482458	1.7716535433070866	9
12482459	1.7716535433070866	9
12482460	1.7716535433070866	9
12482461	1.7716535433070866	9
12482462	1.7716535433070866	9
12482463	1.7716535433070866	9
12482464	1.968503937007874	10
12482465	1.7716535433070866	9
12482466	1.7716535433070866	9
12482467	1.7716535433070866	9
12482468	1.7716535433070866	9
12482469	1.7716535433070866	9
12482470	1.7716535433070866	9
12482471	1.5748031496062993	8
12482472	1.7716535433070866	9
12482473	2.7559055118110236	14
12482474	2.7559055118110236	14
12482475	2.7559055118110236	14
12482476	2.7559055118110236	14
12482477	2.7559055118110236	14
12482478	2.7559055118110236	14
12482479	3.1496062992125986	16
12482480	3.1496062992125986	16
12482481	3.1496062992125986	16
12482482	2.952755905511811	15
12482483	2.952755905511811	15
12482484	2.7559055118110236	14
12482485	2.952755905511811	15
12482486	2.952755905511811	15
12482487	2.952755905511811	15
12482488	2.952755905511811	15
12482489	3.1496062992125986	16
12482490	3.543307086614173	18
12482491	2.7559055118110236	14
12482492	2.559055118110236	13
12482493	2.559055118110236	13
12482494	2.7559055118110236	14
12482495	2.7559055118110236	14
12482496	3.1496062992125986	16
12482497	3.3464566929133857	17
12482498	3.3464566929133857	17
12482499	3.1496062992125986	16
12482500	3.1496062992125986	16
12482501	2.952755905511811	15
12482502	2.952755905511811	15
12482503	2.7559055118110236	14
12482504	2.7559055118110236	14
12482505	2.7559055118110236	14
12482506	2.952755905511811	15
12482507	2.952755905511811	15
12482508	3.3464566929133857	17
12482509	3.543307086614173	18
12482510	3.7401574803149606	19
12482511	3.937007874015748	20
12482512	4.330708661417323	22
12482513	4.52755905511811	23
12482514	4.724409448818897	24
12482515	4.724409448818897	24
12482516	4.724409448818897	24
12482517	4.724409448818897	24
12482518	4.921259842519685	25
12482519	4.921259842519685	25
12482520	4.921259842519685	25
12482521	5.31496062992126	27
12482522	5.31496062992126	27
12482523	5.511811023622047	28
12482524	5.708661417322834	29
12482525	5.905511811023622	30
12482526	5.905511811023622	30
12482527	5.905511811023622	30
12482528	5.905511811023622	30
12482529	5.708661417322834	29
12482530	5.708661417322834	29
12482531	5.511811023622047	28
12482532	5.511811023622047	28
12482533	5.511811023622047	28
12482534	5.905511811023622	30
12482535	5.905511811023622	30
12482536	5.905511811023622	30
12482619	0.0	0
12482620	0.0	0
12482621	0.0	0
12482622	0.0	0
12482623	0.0	0
12482624	0.0	0
12482625	0.1968503937007874	1
12482626	0.1968503937007874	1
12482627	0.1968503937007874	1
12482628	0.1968503937007874	1
12482629	0.1968503937007874	1
12482630	0.1968503937007874	1
12482631	0.1968503937007874	1
12482632	0.1968503937007874	1
12482633	0.1968503937007874	1
12482634	0.1968503937007874	1
12482635	0.1968503937007874	1
12482636	0.1968503937007874	1
12482637	0.1968503937007874	1
12482638	0.1968503937007874	1
12482639	0.1968503937007874	1
12482640	0.1968503937007874	1
12482641	0.1968503937007874	1
12482642	0.1968503937007874	1
12482643	0.1968503937007874	1
12482644	0.1968503937007874	1
12482645	0.1968503937007874	1
12482646	0.1968503937007874	1
12482647	0.1968503937007874	1
12482648	0.1968503937007874	1
12482649	0.1968503937007874	1
12482650	0.1968503937007874	1
12482651	0.1968503937007874	1
12482652	0.1968503937007874	1
12482653	0.3937007874015748	2
12482654	0.3937007874015748	2
12482655	0.3937007874015748	2
12482656	0.3937007874015748	2
12482657	0.3937007874015748	2
12482658	0.3937007874015748	2
12482659	0.3937007874015748	2
12482660	0.3937007874015748	2
12482661	0.3937007874015748	2
12482662	0.3937007874015748	2
12482663	0.3937007874015748	2
12482664	0.3937007874015748	2
12482665	0.3937007874015748	2
12482666	0.3937007874015748	2
12482667	0.7874015748031497	4
12482668	0.7874015748031497	4
12482669	0.984251968503937	5
12482670	0.984251968503937	5
12482671	1.3779527559055118	7
12482672	1.3779527559055118	7
12482673	1.3779527559055118	7
12482674	2.1653543307086616	11
12482675	2.1653543307086616	11
12482676	1.968503937007874	10
12482677	2.3622047244094486	12
12482678	2.1653543307086616	11
12482679	2.1653543307086616	11
12482680	2.3622047244094486	12
12482681	2.3622047244094486	12
12482682	2.1653543307086616	11
12482683	2.3622047244094486	12
12482684	2.3622047244094486	12
12482685	2.3622047244094486	12
12482686	2.952755905511811	15
12482687	3.1496062992125986	16
12482688	3.1496062992125986	16
12482689	3.1496062992125986	16
12482690	3.1496062992125986	16
12482691	3.543307086614173	18
12482692	4.133858267716535	21
12482693	4.52755905511811	23
12482694	4.133858267716535	21
12482695	3.543307086614173	18
12482696	3.1496062992125986	16
12482697	3.1496062992125986	16
12482698	2.952755905511811	15
12482699	3.1496062992125986	16
12482700	2.952755905511811	15
12482701	2.7559055118110236	14
12482702	2.7559055118110236	14
12482703	2.7559055118110236	14
12482704	2.7559055118110236	14
12482705	2.952755905511811	15
12482706	3.1496062992125986	16
12482707	3.3464566929133857	17
12482708	3.1496062992125986	16
12482709	3.3464566929133857	17
12482710	3.543307086614173	18
12482711	3.1496062992125986	16
12482712	3.3464566929133857	17
12482713	3.1496062992125986	16
12482714	3.543307086614173	18
12482715	3.7401574803149606	19
12482716	3.7401574803149606	19
12482717	3.937007874015748	20
12482718	3.937007874015748	20
12482719	3.937007874015748	20
12482720	3.937007874015748	20
12482721	9.448818897637794	48
12482722	9.84251968503937	50
12482723	10.236220472440944	52
12482724	10.62992125984252	54
12482725	11.023622047244094	56
12482726	11.023622047244094	56
12482727	11.220472440944881	57
12482728	11.220472440944881	57
12482729	11.417322834645669	58
12482730	11.811023622047244	60
12482731	11.811023622047244	60
12482732	12.598425196850394	64
12482733	15.94488188976378	81
12482734	15.354330708661417	78
12482735	11.614173228346457	59
12482736	11.417322834645669	58
12482737	11.220472440944881	57
12482738	10.62992125984252	54
12482739	10.826771653543307	55
12482740	10.826771653543307	55
12482741	10.62992125984252	54
12482742	10.826771653543307	55
12482743	10.826771653543307	55
12482744	11.023622047244094	56
12482745	11.220472440944881	57
12482746	11.417322834645669	58
12482747	10.826771653543307	55
12482748	10.826771653543307	55
12482749	10.62992125984252	54
12482750	10.826771653543307	55
12482751	11.023622047244094	56
12482752	11.811023622047244	60
12482753	8.26771653543307	42
12482754	8.070866141732283	41
12482755	8.070866141732283	41
12482756	8.26771653543307	42
12482757	8.464566929133857	43
12482758	8.464566929133857	43
12482759	8.661417322834646	44
12482760	9.05511811023622	46
12482761	9.251968503937007	47
12482762	9.251968503937007	47
12482763	9.448818897637794	48
12482764	9.448818897637794	48
12482765	9.645669291338583	49
12482766	9.645669291338583	49
12482767	9.84251968503937	50
12482768	9.84251968503937	50
12482769	9.645669291338583	49
12482770	9.448818897637794	48
12482771	9.448818897637794	48
12482772	9.448818897637794	48
12482773	9.84251968503937	50
12482774	9.84251968503937	50
12482775	9.84251968503937	50
12482776	9.645669291338583	49
12482777	9.645669291338583	49
12482778	9.448818897637794	48
12482779	9.645669291338583	49
12482780	8.661417322834646	44
12482781	8.661417322834646	44
12482782	8.661417322834646	44
12482783	10.236220472440944	52
12482784	10.039370078740157	51
12482785	2.7559055118110236	14
12482786	2.559055118110236	13
12482787	2.3622047244094486	12
12482788	2.3622047244094486	12
12482789	2.3622047244094486	12
12482790	2.1653543307086616	11
12482791	2.1653543307086616	11
12482792	1.968503937007874	10
12482793	1.968503937007874	10
12482794	1.7716535433070866	9
12482795	1.5748031496062993	8
12482796	1.5748031496062993	8
12482797	1.5748031496062993	8
12482798	1.3779527559055118	7
12482799	1.3779527559055118	7
12482800	1.3779527559055118	7
12482890	0.984251968503937	5
12482891	0.984251968503937	5
12482892	0.984251968503937	5
