pos	ACTB_h1_tr_%_col_0cov	ACTB_h1_tr_num_col_0cov
12481312	33.333333333333336	24
12481313	31.944444444444443	23
12481314	31.944444444444443	23
12481315	31.944444444444443	23
12481316	31.944444444444443	23
12481317	31.944444444444443	23
12481318	30.555555555555557	22
12481319	30.555555555555557	22
12481320	29.166666666666668	21
12481321	29.166666666666668	21
12481322	29.166666666666668	21
12481323	29.166666666666668	21
12481324	29.166666666666668	21
12481325	30.555555555555557	22
12481326	31.944444444444443	23
12481327	31.944444444444443	23
12481328	34.72222222222222	25
12481329	34.72222222222222	25
12481330	34.72222222222222	25
12481331	34.72222222222222	25
12481332	34.72222222222222	25
12481333	34.72222222222222	25
12481334	33.333333333333336	24
12481335	33.333333333333336	24
12481336	33.333333333333336	24
12481337	33.333333333333336	24
12481338	33.333333333333336	24
12481339	33.333333333333336	24
12481340	31.944444444444443	23
12481341	31.944444444444443	23
12481342	31.944444444444443	23
12481343	31.944444444444443	23
12481344	31.944444444444443	23
12481345	31.944444444444443	23
12481346	31.944444444444443	23
12481347	31.944444444444443	23
12481348	31.944444444444443	23
12481349	31.944444444444443	23
12481350	33.333333333333336	24
12481351	33.333333333333336	24
12481352	33.333333333333336	24
12481353	34.72222222222222	25
12481354	34.72222222222222	25
12481355	34.72222222222222	25
12481356	34.72222222222222	25
12481357	34.72222222222222	25
12481358	36.111111111111114	26
12481359	36.111111111111114	26
12481360	36.111111111111114	26
12481361	37.5	27
12481362	38.888888888888886	28
12481363	38.888888888888886	28
12481364	40.27777777777778	29
12481365	40.27777777777778	29
12481366	40.27777777777778	29
12481367	41.666666666666664	30
12481368	41.666666666666664	30
12481369	41.666666666666664	30
12481370	41.666666666666664	30
12481371	41.666666666666664	30
12481372	41.666666666666664	30
12481373	41.666666666666664	30
12481374	41.666666666666664	30
12481375	40.27777777777778	29
12481376	41.666666666666664	30
12481377	43.05555555555556	31
12481378	43.05555555555556	31
12481379	44.44444444444444	32
12481380	45.833333333333336	33
12481381	45.833333333333336	33
12481382	47.22222222222222	34
12481383	47.22222222222222	34
12481384	47.22222222222222	34
12481385	48.611111111111114	35
12481386	48.611111111111114	35
12481387	52.77777777777778	38
12481388	52.77777777777778	38
12481389	52.77777777777778	38
12481390	55.55555555555556	40
12481391	55.55555555555556	40
12481392	55.55555555555556	40
12481393	62.5	45
12481394	62.5	45
12481395	62.5	45
12481396	62.5	45
12481397	62.5	45
12481398	63.888888888888886	46
12481399	63.888888888888886	46
12481400	63.888888888888886	46
12481401	66.66666666666667	48
12481402	66.66666666666667	48
12481403	68.05555555555556	49
12481404	69.44444444444444	50
12481405	70.83333333333333	51
12481406	70.83333333333333	51
12481407	70.83333333333333	51
12481408	72.22222222222223	52
12481409	72.22222222222223	52
12481410	73.61111111111111	53
12481411	73.61111111111111	53
12481412	73.61111111111111	53
12481413	73.61111111111111	53
12481414	75.0	54
12481415	75.0	54
12481416	73.61111111111111	53
12481417	73.61111111111111	53
12481418	72.22222222222223	52
12481419	72.22222222222223	52
12481420	72.22222222222223	52
12481421	75.0	54
12481422	75.0	54
12481423	75.0	54
12481424	75.0	54
12481425	75.0	54
12481426	75.0	54
12481427	75.0	54
12481428	76.38888888888889	55
12481429	76.38888888888889	55
12481430	80.55555555555556	58
12481431	86.11111111111111	62
12481432	86.11111111111111	62
12481433	86.11111111111111	62
12481434	86.11111111111111	62
12481435	86.11111111111111	62
12481436	86.11111111111111	62
12481437	86.11111111111111	62
12481438	86.11111111111111	62
12481439	86.11111111111111	62
12481440	86.11111111111111	62
12481441	86.11111111111111	62
12481442	86.11111111111111	62
12481443	84.72222222222223	61
12481444	84.72222222222223	61
12481445	84.72222222222223	61
12481446	86.11111111111111	62
12481447	91.66666666666667	66
12481448	91.66666666666667	66
12481449	91.66666666666667	66
12481450	91.66666666666667	66
12481451	91.66666666666667	66
12481452	91.66666666666667	66
12481453	91.66666666666667	66
12481454	91.66666666666667	66
12481455	91.66666666666667	66
12481456	90.27777777777777	65
12481457	90.27777777777777	65
12481458	90.27777777777777	65
12481459	90.27777777777777	65
12481460	90.27777777777777	65
12481461	90.27777777777777	65
12481462	90.27777777777777	65
12481463	88.88888888888889	64
12481464	88.88888888888889	64
12481465	88.88888888888889	64
12481466	88.88888888888889	64
12481467	88.88888888888889	64
12481468	87.5	63
12481469	87.5	63
12481470	87.5	63
12482013	88.88888888888889	64
12482014	88.88888888888889	64
12482015	88.88888888888889	64
12482016	88.88888888888889	64
12482017	88.88888888888889	64
12482018	88.88888888888889	64
12482019	88.88888888888889	64
12482020	91.66666666666667	66
12482021	91.66666666666667	66
12482022	91.66666666666667	66
12482023	93.05555555555556	67
12482024	91.66666666666667	66
12482025	93.05555555555556	67
12482026	93.05555555555556	67
12482027	93.05555555555556	67
12482028	93.05555555555556	67
12482029	93.05555555555556	67
12482030	93.05555555555556	67
12482031	93.05555555555556	67
12482032	93.05555555555556	67
12482033	94.44444444444444	68
12482034	95.83333333333333	69
12482035	95.83333333333333	69
12482036	94.44444444444444	68
12482037	88.88888888888889	64
12482038	87.5	63
12482039	87.5	63
12482040	84.72222222222223	61
12482041	83.33333333333333	60
12482042	81.94444444444444	59
12482043	81.94444444444444	59
12482044	80.55555555555556	58
12482045	80.55555555555556	58
12482046	79.16666666666667	57
12482047	79.16666666666667	57
12482048	79.16666666666667	57
12482049	77.77777777777777	56
12482050	77.77777777777777	56
12482051	77.77777777777777	56
12482052	69.44444444444444	50
12482053	68.05555555555556	49
12482054	68.05555555555556	49
12482055	66.66666666666667	48
12482056	66.66666666666667	48
12482057	66.66666666666667	48
12482058	66.66666666666667	48
12482059	66.66666666666667	48
12482060	66.66666666666667	48
12482061	66.66666666666667	48
12482062	66.66666666666667	48
12482063	66.66666666666667	48
12482064	66.66666666666667	48
12482065	66.66666666666667	48
12482066	66.66666666666667	48
12482067	66.66666666666667	48
12482068	66.66666666666667	48
12482069	66.66666666666667	48
12482070	66.66666666666667	48
12482071	66.66666666666667	48
12482072	66.66666666666667	48
12482073	66.66666666666667	48
12482074	66.66666666666667	48
12482075	66.66666666666667	48
12482076	66.66666666666667	48
12482077	66.66666666666667	48
12482078	66.66666666666667	48
12482079	66.66666666666667	48
12482080	66.66666666666667	48
12482081	65.27777777777777	47
12482082	63.888888888888886	46
12482083	63.888888888888886	46
12482084	63.888888888888886	46
12482085	63.888888888888886	46
12482086	66.66666666666667	48
12482087	66.66666666666667	48
12482088	66.66666666666667	48
12482089	66.66666666666667	48
12482090	66.66666666666667	48
12482091	66.66666666666667	48
12482092	66.66666666666667	48
12482093	66.66666666666667	48
12482094	66.66666666666667	48
12482095	66.66666666666667	48
12482096	68.05555555555556	49
12482097	66.66666666666667	48
12482098	66.66666666666667	48
12482099	66.66666666666667	48
12482100	68.05555555555556	49
12482101	68.05555555555556	49
12482102	68.05555555555556	49
12482103	68.05555555555556	49
12482104	68.05555555555556	49
12482105	68.05555555555556	49
12482106	68.05555555555556	49
12482107	68.05555555555556	49
12482108	68.05555555555556	49
12482109	68.05555555555556	49
12482110	69.44444444444444	50
12482111	69.44444444444444	50
12482112	70.83333333333333	51
12482113	72.22222222222223	52
12482114	73.61111111111111	53
12482115	72.22222222222223	52
12482116	72.22222222222223	52
12482117	72.22222222222223	52
12482118	72.22222222222223	52
12482119	72.22222222222223	52
12482120	73.61111111111111	53
12482121	73.61111111111111	53
12482122	73.61111111111111	53
12482123	73.61111111111111	53
12482124	72.22222222222223	52
12482125	76.38888888888889	55
12482126	76.38888888888889	55
12482127	76.38888888888889	55
12482128	76.38888888888889	55
12482129	76.38888888888889	55
12482130	76.38888888888889	55
12482131	77.77777777777777	56
12482132	77.77777777777777	56
12482133	77.77777777777777	56
12482134	77.77777777777777	56
12482135	79.16666666666667	57
12482136	79.16666666666667	57
12482137	77.77777777777777	56
12482138	77.77777777777777	56
12482139	77.77777777777777	56
12482140	79.16666666666667	57
12482141	79.16666666666667	57
12482142	80.55555555555556	58
12482143	80.55555555555556	58
12482144	80.55555555555556	58
12482145	80.55555555555556	58
12482146	80.55555555555556	58
12482147	80.55555555555556	58
12482148	80.55555555555556	58
12482149	80.55555555555556	58
12482150	81.94444444444444	59
12482151	81.94444444444444	59
12482152	87.5	63
12482153	87.5	63
12482154	87.5	63
12482155	88.88888888888889	64
12482156	88.88888888888889	64
12482157	88.88888888888889	64
12482158	88.88888888888889	64
12482159	88.88888888888889	64
12482160	88.88888888888889	64
12482161	88.88888888888889	64
12482162	88.88888888888889	64
12482163	88.88888888888889	64
12482164	88.88888888888889	64
12482165	90.27777777777777	65
12482166	90.27777777777777	65
12482167	90.27777777777777	65
12482168	90.27777777777777	65
12482169	90.27777777777777	65
12482170	90.27777777777777	65
12482171	90.27777777777777	65
12482172	90.27777777777777	65
12482173	90.27777777777777	65
12482174	91.66666666666667	66
12482175	91.66666666666667	66
12482176	91.66666666666667	66
12482177	91.66666666666667	66
12482178	91.66666666666667	66
12482179	91.66666666666667	66
12482180	95.83333333333333	69
12482181	95.83333333333333	69
12482182	95.83333333333333	69
12482183	95.83333333333333	69
12482184	95.83333333333333	69
12482185	95.83333333333333	69
12482186	94.44444444444444	68
12482187	95.83333333333333	69
12482188	95.83333333333333	69
12482189	95.83333333333333	69
12482190	95.83333333333333	69
12482191	95.83333333333333	69
12482192	97.22222222222223	70
12482193	95.83333333333333	69
12482194	95.83333333333333	69
12482195	95.83333333333333	69
12482196	95.83333333333333	69
12482197	95.83333333333333	69
12482198	95.83333333333333	69
12482199	93.05555555555556	67
12482200	93.05555555555556	67
12482201	93.05555555555556	67
12482202	93.05555555555556	67
12482203	93.05555555555556	67
12482204	93.05555555555556	67
12482205	93.05555555555556	67
12482206	91.66666666666667	66
12482207	90.27777777777777	65
12482208	88.88888888888889	64
12482209	88.88888888888889	64
12482210	88.88888888888889	64
12482211	88.88888888888889	64
12482212	88.88888888888889	64
12482213	88.88888888888889	64
12482214	88.88888888888889	64
12482215	88.88888888888889	64
12482216	88.88888888888889	64
12482217	88.88888888888889	64
12482218	88.88888888888889	64
12482219	88.88888888888889	64
12482220	88.88888888888889	64
12482221	88.88888888888889	64
12482222	88.88888888888889	64
12482223	88.88888888888889	64
12482224	88.88888888888889	64
12482225	88.88888888888889	64
12482226	88.88888888888889	64
12482227	87.5	63
12482228	87.5	63
12482229	87.5	63
12482230	87.5	63
12482231	86.11111111111111	62
12482232	86.11111111111111	62
12482233	86.11111111111111	62
12482234	86.11111111111111	62
12482235	86.11111111111111	62
12482236	86.11111111111111	62
12482237	86.11111111111111	62
12482238	86.11111111111111	62
12482239	86.11111111111111	62
12482240	86.11111111111111	62
12482241	86.11111111111111	62
12482242	86.11111111111111	62
12482243	86.11111111111111	62
12482244	86.11111111111111	62
12482245	86.11111111111111	62
12482246	87.5	63
12482247	87.5	63
12482248	84.72222222222223	61
12482249	84.72222222222223	61
12482250	83.33333333333333	60
12482251	81.94444444444444	59
12482252	79.16666666666667	57
12482253	77.77777777777777	56
12482254	73.61111111111111	53
12482255	73.61111111111111	53
12482256	73.61111111111111	53
12482257	72.22222222222223	52
12482258	72.22222222222223	52
12482259	72.22222222222223	52
12482345	51.388888888888886	37
12482346	51.388888888888886	37
12482347	51.388888888888886	37
12482348	51.388888888888886	37
12482349	51.388888888888886	37
12482350	51.388888888888886	37
12482351	51.388888888888886	37
12482352	51.388888888888886	37
12482353	51.388888888888886	37
12482354	51.388888888888886	37
12482355	51.388888888888886	37
12482356	51.388888888888886	37
12482357	51.388888888888886	37
12482358	51.388888888888886	37
12482359	51.388888888888886	37
12482360	51.388888888888886	37
12482361	51.388888888888886	37
12482362	51.388888888888886	37
12482363	51.388888888888886	37
12482364	51.388888888888886	37
12482365	51.388888888888886	37
12482366	51.388888888888886	37
12482367	51.388888888888886	37
12482368	51.388888888888886	37
12482369	51.388888888888886	37
12482370	51.388888888888886	37
12482371	51.388888888888886	37
12482372	51.388888888888886	37
12482373	51.388888888888886	37
12482374	51.388888888888886	37
12482375	51.388888888888886	37
12482376	51.388888888888886	37
12482377	51.388888888888886	37
12482378	51.388888888888886	37
12482379	51.388888888888886	37
12482380	51.388888888888886	37
12482381	51.388888888888886	37
12482382	51.388888888888886	37
12482383	51.388888888888886	37
12482384	51.388888888888886	37
12482385	50.0	36
12482386	50.0	36
12482387	50.0	36
12482388	50.0	36
12482389	50.0	36
12482390	50.0	36
12482391	50.0	36
12482392	50.0	36
12482393	50.0	36
12482394	50.0	36
12482395	48.611111111111114	35
12482396	47.22222222222222	34
12482397	45.833333333333336	33
12482398	45.833333333333336	33
12482399	45.833333333333336	33
12482400	45.833333333333336	33
12482401	44.44444444444444	32
12482402	44.44444444444444	32
12482403	43.05555555555556	31
12482404	43.05555555555556	31
12482405	43.05555555555556	31
12482406	43.05555555555556	31
12482407	43.05555555555556	31
12482408	43.05555555555556	31
12482409	43.05555555555556	31
12482410	43.05555555555556	31
12482411	43.05555555555556	31
12482412	43.05555555555556	31
12482413	44.44444444444444	32
12482414	44.44444444444444	32
12482415	43.05555555555556	31
12482416	27.77777777777778	20
12482417	8.333333333333334	6
12482418	5.555555555555555	4
12482419	5.555555555555555	4
12482420	4.166666666666667	3
12482421	4.166666666666667	3
12482422	4.166666666666667	3
12482423	1.3888888888888888	1
12482424	0.0	0
12482425	0.0	0
12482426	0.0	0
12482427	0.0	0
12482428	0.0	0
12482429	0.0	0
12482430	0.0	0
12482431	0.0	0
12482432	0.0	0
12482433	0.0	0
12482434	0.0	0
12482435	0.0	0
12482436	0.0	0
12482437	0.0	0
12482438	0.0	0
12482439	0.0	0
12482440	0.0	0
12482441	0.0	0
12482442	0.0	0
12482443	0.0	0
12482444	0.0	0
12482445	0.0	0
12482446	0.0	0
12482447	0.0	0
12482448	0.0	0
12482449	0.0	0
12482450	0.0	0
12482451	0.0	0
12482452	0.0	0
12482453	0.0	0
12482454	0.0	0
12482455	0.0	0
12482456	0.0	0
12482457	0.0	0
12482458	0.0	0
12482459	0.0	0
12482460	0.0	0
12482461	0.0	0
12482462	0.0	0
12482463	0.0	0
12482464	0.0	0
12482465	0.0	0
12482466	0.0	0
12482467	0.0	0
12482468	0.0	0
12482469	0.0	0
12482470	0.0	0
12482471	0.0	0
12482472	0.0	0
12482473	19.444444444444443	14
12482474	19.444444444444443	14
12482475	19.444444444444443	14
12482476	19.444444444444443	14
12482477	19.444444444444443	14
12482478	19.444444444444443	14
12482479	19.444444444444443	14
12482480	19.444444444444443	14
12482481	19.444444444444443	14
12482482	19.444444444444443	14
12482483	19.444444444444443	14
12482484	19.444444444444443	14
12482485	19.444444444444443	14
12482486	19.444444444444443	14
12482487	19.444444444444443	14
12482488	19.444444444444443	14
12482489	19.444444444444443	14
12482490	19.444444444444443	14
12482491	19.444444444444443	14
12482492	19.444444444444443	14
12482493	19.444444444444443	14
12482494	19.444444444444443	14
12482495	19.444444444444443	14
12482496	26.38888888888889	19
12482497	26.38888888888889	19
12482498	26.38888888888889	19
12482499	26.38888888888889	19
12482500	26.38888888888889	19
12482501	26.38888888888889	19
12482502	26.38888888888889	19
12482503	26.38888888888889	19
12482504	26.38888888888889	19
12482505	26.38888888888889	19
12482506	27.77777777777778	20
12482507	27.77777777777778	20
12482508	29.166666666666668	21
12482509	29.166666666666668	21
12482510	29.166666666666668	21
12482511	30.555555555555557	22
12482512	31.944444444444443	23
12482513	34.72222222222222	25
12482514	36.111111111111114	26
12482515	36.111111111111114	26
12482516	36.111111111111114	26
12482517	36.111111111111114	26
12482518	36.111111111111114	26
12482519	36.111111111111114	26
12482520	36.111111111111114	26
12482521	36.111111111111114	26
12482522	36.111111111111114	26
12482523	37.5	27
12482524	37.5	27
12482525	37.5	27
12482526	37.5	27
12482527	40.27777777777778	29
12482528	38.888888888888886	28
12482529	37.5	27
12482530	37.5	27
12482531	37.5	27
12482532	37.5	27
12482533	37.5	27
12482534	37.5	27
12482535	37.5	27
12482536	37.5	27
12482619	62.5	45
12482620	62.5	45
12482621	62.5	45
12482622	62.5	45
12482623	62.5	45
12482624	62.5	45
12482625	62.5	45
12482626	65.27777777777777	47
12482627	75.0	54
12482628	73.61111111111111	53
12482629	73.61111111111111	53
12482630	73.61111111111111	53
12482631	73.61111111111111	53
12482632	72.22222222222223	52
12482633	72.22222222222223	52
12482634	72.22222222222223	52
12482635	72.22222222222223	52
12482636	72.22222222222223	52
12482637	73.61111111111111	53
12482638	73.61111111111111	53
12482639	73.61111111111111	53
12482640	73.61111111111111	53
12482641	75.0	54
12482642	75.0	54
12482643	77.77777777777777	56
12482644	76.38888888888889	55
12482645	76.38888888888889	55
12482646	75.0	54
12482647	75.0	54
12482648	73.61111111111111	53
12482649	73.61111111111111	53
12482650	80.55555555555556	58
12482651	81.94444444444444	59
12482652	81.94444444444444	59
12482653	81.94444444444444	59
12482654	81.94444444444444	59
12482655	80.55555555555556	58
12482656	80.55555555555556	58
12482657	77.77777777777777	56
12482658	77.77777777777777	56
12482659	76.38888888888889	55
12482660	79.16666666666667	57
12482661	77.77777777777777	56
12482662	77.77777777777777	56
12482663	76.38888888888889	55
12482664	76.38888888888889	55
12482665	76.38888888888889	55
12482666	76.38888888888889	55
12482667	76.38888888888889	55
12482668	76.38888888888889	55
12482669	76.38888888888889	55
12482670	76.38888888888889	55
12482671	76.38888888888889	55
12482672	76.38888888888889	55
12482673	77.77777777777777	56
12482674	79.16666666666667	57
12482675	79.16666666666667	57
12482676	79.16666666666667	57
12482677	79.16666666666667	57
12482678	76.38888888888889	55
12482679	76.38888888888889	55
12482680	75.0	54
12482681	73.61111111111111	53
12482682	72.22222222222223	52
12482683	72.22222222222223	52
12482684	72.22222222222223	52
12482685	72.22222222222223	52
12482686	72.22222222222223	52
12482687	70.83333333333333	51
12482688	70.83333333333333	51
12482689	70.83333333333333	51
12482690	70.83333333333333	51
12482691	70.83333333333333	51
12482692	69.44444444444444	50
12482693	69.44444444444444	50
12482694	68.05555555555556	49
12482695	68.05555555555556	49
12482696	68.05555555555556	49
12482697	68.05555555555556	49
12482698	68.05555555555556	49
12482699	68.05555555555556	49
12482700	68.05555555555556	49
12482701	68.05555555555556	49
12482702	68.05555555555556	49
12482703	68.05555555555556	49
12482704	66.66666666666667	48
12482705	66.66666666666667	48
12482706	66.66666666666667	48
12482707	65.27777777777777	47
12482708	63.888888888888886	46
12482709	63.888888888888886	46
12482710	62.5	45
12482711	62.5	45
12482712	62.5	45
12482713	62.5	45
12482714	62.5	45
12482715	62.5	45
12482716	62.5	45
12482717	62.5	45
12482718	62.5	45
12482719	62.5	45
12482720	62.5	45
12482721	66.66666666666667	48
12482722	66.66666666666667	48
12482723	66.66666666666667	48
12482724	68.05555555555556	49
12482725	68.05555555555556	49
12482726	68.05555555555556	49
12482727	68.05555555555556	49
12482728	68.05555555555556	49
12482729	68.05555555555556	49
12482730	68.05555555555556	49
12482731	69.44444444444444	50
12482732	70.83333333333333	51
12482733	69.44444444444444	50
12482734	69.44444444444444	50
12482735	69.44444444444444	50
12482736	69.44444444444444	50
12482737	70.83333333333333	51
12482738	69.44444444444444	50
12482739	69.44444444444444	50
12482740	68.05555555555556	49
12482741	69.44444444444444	50
12482742	69.44444444444444	50
12482743	68.05555555555556	49
12482744	68.05555555555556	49
12482745	68.05555555555556	49
12482746	68.05555555555556	49
12482747	68.05555555555556	49
12482748	68.05555555555556	49
12482749	68.05555555555556	49
12482750	73.61111111111111	53
12482751	73.61111111111111	53
12482752	73.61111111111111	53
12482753	73.61111111111111	53
12482754	73.61111111111111	53
12482755	75.0	54
12482756	75.0	54
12482757	75.0	54
12482758	76.38888888888889	55
12482759	76.38888888888889	55
12482760	76.38888888888889	55
12482761	76.38888888888889	55
12482762	76.38888888888889	55
12482763	76.38888888888889	55
12482764	76.38888888888889	55
12482765	76.38888888888889	55
12482766	75.0	54
12482767	75.0	54
12482768	75.0	54
12482769	75.0	54
12482770	75.0	54
12482771	76.38888888888889	55
12482772	76.38888888888889	55
12482773	80.55555555555556	58
12482774	80.55555555555556	58
12482775	80.55555555555556	58
12482776	80.55555555555556	58
12482777	80.55555555555556	58
12482778	80.55555555555556	58
12482779	81.94444444444444	59
12482780	80.55555555555556	58
12482781	80.55555555555556	58
12482782	80.55555555555556	58
12482783	81.94444444444444	59
12482784	80.55555555555556	58
12482785	79.16666666666667	57
12482786	77.77777777777777	56
12482787	73.61111111111111	53
12482788	72.22222222222223	52
12482789	69.44444444444444	50
12482790	69.44444444444444	50
12482791	69.44444444444444	50
12482792	69.44444444444444	50
12482793	69.44444444444444	50
12482794	69.44444444444444	50
12482795	69.44444444444444	50
12482796	69.44444444444444	50
12482797	68.05555555555556	49
12482798	68.05555555555556	49
12482799	68.05555555555556	49
12482800	68.05555555555556	49
12482890	72.22222222222223	52
12482891	72.22222222222223	52
12482892	72.22222222222223	52
12482893	72.22222222222223	52
12482894	72.22222222222223	52
12482895	72.22222222222223	52
12482896	72.22222222222223	52
12482897	73.61111111111111	53
12482898	73.61111111111111	53
12482899	73.61111111111111	53
12482900	73.61111111111111	53
12482901	72.22222222222223	52
12482902	72.22222222222223	52
12482903	72.22222222222223	52
12482904	72.22222222222223	52
12482905	75.0	54
12482906	73.61111111111111	53
12482907	73.61111111111111	53
12482908	73.61111111111111	53
12482909	73.61111111111111	53
12482910	73.61111111111111	53
12482911	73.61111111111111	53
12482912	73.61111111111111	53
12482913	73.61111111111111	53
12482914	73.61111111111111	53
12482915	73.61111111111111	53
12482916	73.61111111111111	53
12482917	73.61111111111111	53
12482918	73.61111111111111	53
12482919	72.22222222222223	52
12482920	72.22222222222223	52
12482921	72.22222222222223	52
12482922	72.22222222222223	52
12482923	69.44444444444444	50
12482924	69.44444444444444	50
12482925	69.44444444444444	50
12482926	69.44444444444444	50
12482927	69.44444444444444	50
12482928	69.44444444444444	50
12482929	69.44444444444444	50
12482930	69.44444444444444	50
12482931	69.44444444444444	50
12482932	69.44444444444444	50
12482933	68.05555555555556	49
12482934	68.05555555555556	49
12482935	68.05555555555556	49
12482936	68.05555555555556	49
12482937	68.05555555555556	49
12482938	68.05555555555556	49
12482939	68.05555555555556	49
12482940	66.66666666666667	48
12482941	66.66666666666667	48
12482942	66.66666666666667	48
12482943	66.66666666666667	48
12482944	66.66666666666667	48
12482945	68.05555555555556	49
12482946	68.05555555555556	49
12482947	66.66666666666667	48
12482948	66.66666666666667	48
12482949	68.05555555555556	49
12482950	66.66666666666667	48
12482951	66.66666666666667	48
12482952	58.333333333333336	42
12482953	58.333333333333336	42
12482954	58.333333333333336	42
12482955	58.333333333333336	42
12482956	58.333333333333336	42
12482957	58.333333333333336	42
12482958	56.94444444444444	41
12482959	56.94444444444444	41
12482960	56.94444444444444	41
12482961	55.55555555555556	40
12482962	52.77777777777778	38
12482963	52.77777777777778	38
12482964	52.77777777777778	38
12482965	52.77777777777778	38
12482966	52.77777777777778	38
12482967	52.77777777777778	38
12482968	52.77777777777778	38
12482969	52.77777777777778	38
12482970	52.77777777777778	38
12482971	52.77777777777778	38
12482972	52.77777777777778	38
12482973	52.77777777777778	38
12482974	52.77777777777778	38
12482975	52.77777777777778	38
12482976	52.77777777777778	38
12482977	52.77777777777778	38
12482978	52.77777777777778	38
12482979	52.77777777777778	38
12482980	52.77777777777778	38
